Titular,Cuerpo,Categoría,longitud_titular,longitud_cuerpo,texto_completo
Ministerio de Cultura expone proyecto de preservación del patrimonio digital,"El ministro anunció una iniciativa para digitalizar manuscritos medievales y obras de arte en riesgo, con el objetivo de preservar la cultura española y facilitar su acceso internacional mediante repositorios abiertos.",nacional,10,31,"Ministerio de Cultura expone proyecto de preservación del patrimonio digital El ministro anunció una iniciativa para digitalizar manuscritos medievales y obras de arte en riesgo, con el objetivo de preservar la cultura española y facilitar su acceso internacional mediante repositorios abiertos."
Política de defensa: aumento de la inversión en sistemas de inteligencia artificial militar,"Se aprobó un incremento presupuestario que incluye investigación y desarrollo de IA aplicada a la defensa, como reconocimiento automático de amenazas y simulaciones tácticas avanzadas.",nacional,13,25,"Política de defensa: aumento de la inversión en sistemas de inteligencia artificial militar Se aprobó un incremento presupuestario que incluye investigación y desarrollo de IA aplicada a la defensa, como reconocimiento automático de amenazas y simulaciones tácticas avanzadas."
Gobierno lanza programa de modernización de hospitales rurales,"El ministro de Salud anunció una inversión de 200 mil millones de euros para equipar y digitalizar los centros de salud en zonas rurales, con énfasis en telemedicina y formación continua del personal sanitario.",nacional,8,34,"Gobierno lanza programa de modernización de hospitales rurales El ministro de Salud anunció una inversión de 200 mil millones de euros para equipar y digitalizar los centros de salud en zonas rurales, con énfasis en telemedicina y formación continua del personal sanitario."
Presidente firma decreto sobre la reforma del sistema de pensiones contributivas,"Hoy se aprobó un proyecto que busca consolidar la viabilidad financiera del sistema de pensiones a través de ajustes en las cotizaciones y beneficios para los trabajadores con mayores contribuciones, sin afectar a la población mayor de 65 años.",nacional,11,39,"Presidente firma decreto sobre la reforma del sistema de pensiones contributivas Hoy se aprobó un proyecto que busca consolidar la viabilidad financiera del sistema de pensiones a través de ajustes en las cotizaciones y beneficios para los trabajadores con mayores contribuciones, sin afectar a la población mayor de 65 años."
Ministerio de Educación presenta plan de inclusión digital para escuelas rurales,"Se lanzó una campaña nacional destinada a equipar las escuelas rurales con conectividad de alta velocidad, ordenadores portátiles y formación docente en competencias digitales, con un presupuesto de 25 mil millones de euros.",nacional,11,33,"Ministerio de Educación presenta plan de inclusión digital para escuelas rurales Se lanzó una campaña nacional destinada a equipar las escuelas rurales con conectividad de alta velocidad, ordenadores portátiles y formación docente en competencias digitales, con un presupuesto de 25 mil millones de euros."
El Senado debate reforma del sistema de seguridad social para trabajadores autónomos,"Hoy se inició el debate sobre la creación de un régimen de pensiones propio para los trabajadores por cuenta propia, con cotizaciones diferenciadas según ingresos y acceso a beneficios de salud estandarizados.",nacional,12,32,"El Senado debate reforma del sistema de seguridad social para trabajadores autónomos Hoy se inició el debate sobre la creación de un régimen de pensiones propio para los trabajadores por cuenta propia, con cotizaciones diferenciadas según ingresos y acceso a beneficios de salud estandarizados."
Presidente anuncia iniciativa de apoyo a la economía circular en ciudades grandes,"Se presentó una estrategia que fomenta la reutilización de residuos urbanos, la producción local de materiales reciclados y la creación de 'puntos verdes' en las principales urbes, con incentivos fiscales para empresas participantes.",nacional,12,33,"Presidente anuncia iniciativa de apoyo a la economía circular en ciudades grandes Se presentó una estrategia que fomenta la reutilización de residuos urbanos, la producción local de materiales reciclados y la creación de 'puntos verdes' en las principales urbes, con incentivos fiscales para empresas participantes."
Ministerio de Salud expone programa de prevención de enfermedades crónicas,"El ministro anunció un plan estatal que incluye campañas de vacunación, promoción de estilos de vida saludables y acceso gratuito a exámenes de detección temprana para diabetes y hipertensión en zonas de alto riesgo.",nacional,10,34,"Ministerio de Salud expone programa de prevención de enfermedades crónicas El ministro anunció un plan estatal que incluye campañas de vacunación, promoción de estilos de vida saludables y acceso gratuito a exámenes de detección temprana para diabetes y hipertensión en zonas de alto riesgo."
Gobierno publica la nueva Ley de Transparencia Electoral,"Se aprobó una normativa que obliga a los partidos políticos a publicar todas las fuentes de financiación, auditorías externas y el uso detallado de fondos públicos destinados a campañas electorales, con el objetivo de combatir la corrupción política.",nacional,8,38,"Gobierno publica la nueva Ley de Transparencia Electoral Se aprobó una normativa que obliga a los partidos políticos a publicar todas las fuentes de financiación, auditorías externas y el uso detallado de fondos públicos destinados a campañas electorales, con el objetivo de combatir la corrupción política."
El Senado aprueba ley de protección a los derechos laborales de trabajadores migrantes,"Hoy se aprobó legislación que garantiza igualdad de condiciones, salarios justos y acceso a servicios públicos para los trabajadores migrantes en sectores clave como construcción y hostelería.",nacional,13,27,"El Senado aprueba ley de protección a los derechos laborales de trabajadores migrantes Hoy se aprobó legislación que garantiza igualdad de condiciones, salarios justos y acceso a servicios públicos para los trabajadores migrantes en sectores clave como construcción y hostelería."
Un nuevo estudio revela que el consumo de café ha aumentado un 12% en América Latina,"Según datos publicados por la Asociación Latinoamericana de Bebidas, las ventas de café han crecido sustancialmente debido a la popularidad de nuevas mezclas y métodos de preparación. El informe destaca que los consumidores buscan experiencias más personalizadas y sostenibles.",sociedad,16,39,"Un nuevo estudio revela que el consumo de café ha aumentado un 12% en América Latina Según datos publicados por la Asociación Latinoamericana de Bebidas, las ventas de café han crecido sustancialmente debido a la popularidad de nuevas mezclas y métodos de preparación. El informe destaca que los consumidores buscan experiencias más personalizadas y sostenibles."
